given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,salary-class
 mitchell, berce,14, pinkerton circuit, blue hills, glenside,5125, qld,19800207,9213403,>50K
 alexandra, kuzmycz,39, giblin street, ryhd-talog, springwood,4570, qld,19270212,5699316,<=50K
 christian, dolejs,17, bynoe place, the mews royal hotel bldg, flemington,5064, nsw,19560805,3257232,<=50K
 zoe, matthews,73, ligertwood street, old mia mia school, south perth,2641, nsw,19510517,9476753,<=50K
 jordan, morrison,13, callister crescent, hosea mizpah, lalor,2154, tas,19550428,7183634,>50K
 alexandra, albertini,32, narryer close, takalvan medical centre, cooran,3444, vic,19650516,7415489,<=50K
 jordan, campbell,6, northcote crescent, penquite road, wellington point,2527, act,19250801,7790163,<=50K
 jamie, menzies,43, burdett crescent, pipers river, glenella,4211, nsw,19380420,4241749,<=50K
 william, hislop,17, deane street, sunbury, cedar creek,3073, qld,19830819,6153593,<=50K
 dylan, mewett,10, sheehan stfeet, wayside, toowoomba,3166, vic,19630508,8649383,<=50K
 andrew, musolino,50, hackett garden, matilda park, ingham,5153, qld,19740616,6302105,>50K
 lily, hope,2, inkster street, druid's oak, berala,2320, qld,19150907,4726313,<=50K
 sophie, nicklason,29, knoke av enue, littledale, west lakes shore,3305, vic,19090220,5509445,<=50K
 christian, mchenry,4, akuna street, glencot, villawood,6061, vic,19480328,7801015,<=50K
 beau, holyoak,6, booroondara street, pindara medical centre, newcomb,5118, vic,19470610,2717329,<=50K
 isobel, flockhart,31, belconnen way, mollesmain, lalor,3058, wa,19200129,1260250,<=50K
 jacob, webb,72, hayden close, yurnga, ermington,2146, vic,19611026,1082945,<=50K
 sean, pulford,54, coningham street, old airdmillan road, lockleys,2825, vic,19100116,1410662,<=50K
 samuel, rabe,89, gundulu place, sec 692, st albans,2640, nsw,19460312,6474421,<=50K
 bailey, hassall,19, rowe place, byado, toowoomba,3125, vic,19140830,7575692,<=50K
 bailey, thiessen,231, paul coe crescent, kapeka, maryborough,3629, vic,19130512,9921943,>50K
 lucy, schuster,9, cromwell circuit, section, morwell,6054, nsw,19901128,9663618,<=50K
 makenzie, webb,28, cambridge street, inglewood, hendra,2066, nsw,19730725,2094796,<=50K
 harry, campbell,1, pridham street, marylands, moss vale,4869, vic,19820721,6160118,<=50K
 dominic, hanks,115, snowgum road, kiola, waverley,3885, wa,19140419,3693666,<=50K
 taylor, spada,7, pearson treet, harriman park, armidlae,3020, qld,19450830,4439810,<=50K
 alia, tromp,4, hemmant street, canberra hse, benowa,3134, sa,19640522,5819867,>50K
 kate, hinks,75, rodda place, st francis vlge, salisbury heights,6052, nsw,19220527,2383597,<=50K
 isabella, berry,24, powell street, blue hills, mount gravatt,2480, nsw,19330630,5811501,<=50K
 richard, baloch,6, attwood close, little tinana, castlemaine,3012, nsw,19370507,1033439,>50K
 katelyn, blackwell,34, belconnen way, inglewood cottage, kilcoy,6233, qld,19140719,6118230,>50K
 jacob, green,31, forbesstreet, the villa s north, ferndale,2540, sa,19530711,2898109,<=50K
 finlay, browne,15, waratah street, barwick pastoral, burwood,2341, vic,19920917,8742660,<=50K
 chloe, matthews,9, lamb place, lylehurst, caulfield,4806, vic,19480117,6401104,<=50K
 cooper, millar,73, harrison treet, flt 79, whitemore,3049, sa,19700804,6512572,<=50K
 daniel, kerslake,33, elimatta street, cabrini medical centre, davistown,5096, wa,19020130,5945544,>50K
 tara, bansemer,3, wark steret, athlone, leichhardt,7011, qld,19191231,3742863,<=50K
 charlotte, allchin,6, alphard place, wallar oi west, dimboola,4815, sa,19261018,2454246,<=50K
 eloise, singleton,31, redfern street, sali mtal, payneham,3204, vic,19800521,3292852,<=50K
 robert, alves,90, salsola street, oakdale, scarborough,5373, vic,19740430,7485604,<=50K
 riley, dichiera,27, bainbridge close, caroona village, mill park,2203, nsw,19930127,2635113,>50K
 tara, eagn,34, marston place, tiverton, point cook,4807, vic,19860816,4388415,<=50K
 phoebe, slape,8, rowley place, unt 3, risdon vale,2518, nsw,19980606,1234649,<=50K
 jaiden, neville,44, tarra place, villa 5, donvalley,6027, tas,19301121,4887463,<=50K
 makenzi, morrison,381, maclaurin crescent, aptmn t 42, mayfield,5038, vic,19810522,1135598,<=50K
 holly, feil,32, hawken street, twenty-third avenue pharmacy (cnr mawarr, bundaberg,6027, sa,19381207,9557940,<=50K
 paris, mcgregor,18, lexcen avenue, cerbrus, frankston,3939, nsw,19301215,5422850,>50K
 toby, campbell,42, caley crescent, mini acres, o'connor,4123, nsw,19600706,7704021,<=50K
 emiily, lyden,279, marsden street, market town centre, cleveland,7268, nsw,19421122,5252810,<=50K
 makenzi, tiefenbach,16, foskett street, blue hills, crookwell,2452, vic,19110813,7680943,<=50K
 lilian, clarke,11, mcgivern crescent, the mall, canley vale,2408, sa,19140924,1991767,<=50K
 ethan, lock,11, durkin street, villa 32, coramba,2162, vic,19610711,2926391,>50K
 amber, brangwen,1, evergreen, shackleton circuit, hackham,6707, sa,19690905,7925975,<=50K
 hayley, wagnitz,641, nelumbo street, locn 2192, newcastle,6168, wa,19570201,1120050,<=50K
 mia, clarke,1, proserpine court, birubi bch caravan park, st clair,3805, vic,19120814,3271670,<=50K
 timothy, clarke,18, nemarang crescent, lort heights, alawa,4051, sa,19430929,2843828,<=50K
 ethan, wilkey,13, upton street, apmt 1702, concord,6018, qld,19730518,5122312,>50K
 connor, heerey,233, duffy street, bythorne, tweed heads,4506, qld,19700929,1093948,<=50K
 ryan, warnock,15, crofts crescent, barclay downs, ruse,2030, nsw,19070124,2541731,<=50K
 sam, janowski,10, hagen place, brick house, kogarah,2482, nsw,19010525,7755828,<=50K
 melanie, beaty,12, maribyrnong avenue, ferndale, whalan,3101, nsw,19570421,2509791,<=50K
 jessica, smallabombe,66, notting court, moonabba, bundanoon,2077, sk,19420703,9622378,<=50K
 emiily, green,25, robson street, rosedown, armidale,7008, act,19930903,8733127,>50K
 hannah, mason,13, dooland court, kiloran, bangor,6014, qld,19500506,1294669,<=50K
 xepheren, resili,39, hirschfeld crescent, pacific haven, cooma,4514, nsw,19741024,2933806,<=50K
 brooke, kiernan,34, schomburgk street, mungo park, clifton springs,4030, nsw,19770929,7541587,<=50K
 rebecca, laney,43, coreen place, warra arra, belmont,6062, qld,19300322,9928277,<=50K
 bailee, george,7, cutlack street, tallinga park, exeter,6061, vic,19650619,5508850,<=50K
 isabella, sheldon,11, reynolds street, cherokee vlge, beverly hills,3941, nsw,19721127,1296034,<=50K
 gregory, lambropoulos,165, wray place, aintree, south wentworthville,4217, nsw,19261016,6277918,<=50K
 lillianna, white,245, duncan street, clear creek, queenscliff,2763, sa,19620609,7798744,<=50K
 stanlaey, emiily,39, antill sreet, key, woy woy,6330, nsw,19650320,2407021,<=50K
 chloe, leaver,11, shann place, carav npark, cherrybrook,4301, nsw,19900722,3018635,<=50K
 rosie, minter,27, rawdon, aurora close, trigg,5113, vic,19660316,8729674,<=50K
 bailey, green,31, seddon place, portland house, farrer,2536, vic,19150703,3332072,>50K
 benjamin, hodby,9, ossa place, south melbourne market, bundanoon,2430, vic,19880226,9634725,>50K
 kaitlin, callahan,4, tauss place, rainmore, lilydale,6102, nsw,19510429,9533959,<=50K
 sarah, menard,7, brimage place, paddy, enoggera,2026, act,19580510,7371540,>50K
 steven, thorpe,24, the pines avenue, the willows, terrigal,2282, nsw,19500720,1192106,>50K
 lachlan, hayam,56, emily bulcock crescent, marsden forest, north sydney,6163, wa,19050221,3083874,>50K
 matthew, procter,46, leist street, leicestershire, annandale,4122, sa,19520130,1908716,<=50K
 james, weller,67, wilkins street, the willows, daisy hill,4751, qld,19511201,4751296,<=50K
 dean, lomman,2, chuculba crescent, villa maria society, wynyard,3082, qld,19360427,8072356,<=50K
 annika, reid,10, edmunds place, gillin park, paralowie,5063, act,19200728,8654011,>50K
 jaspe, desilva,18, sangster place, cambooya, broome,3023, wa,19310208,1187147,<=50K
 zachariah, coffey,14, scrivener street, graham, kingston,2460, nsw,19580428,7399308,<=50K
 charli, moerkerke,8, fenton street, sec 209 clifton farm, daisy hill,4814, vic,19421212,6570255,<=50K
 william, riding,52, glover street, brentwood vlge, stanmore,4000, wa,19960501,9016056,>50K
 matthew, mcahon,4, grant cfrescent, morrisno park, ringwood,4505, vic,19640204,2357488,<=50K
 madison, bishop,13, maclagan street, bimbimbie vlge, arana hills,2030, vic,19331218,9130667,>50K
 cain, dreckow,19, baynton street, cooloola farms, seven hills,3564, nsw,19390315,8829105,<=50K
 sylvie, morrison,20, aurora close, gillin park, annandale,2023, sa,19820712,2753253,<=50K
 mitchell, whetstone,105, foreman place, halls of residence monash university, evans head,2422, nsw,19460523,1477917,<=50K
 jadk, nicoll,18, freda gibson circuit, tintagel, sanctuary point,2407, qld,19440114,4318182,<=50K
 dante, ako t,16, brooke rstreet, the willows, scarborough,3305, qld,19960112,4033021,<=50K
 caitlin, lhiou,16, miranda place, lambrook, kingston,6562, vic,19760922,5015894,>50K
 layla, muschamp,1, hargrave street, willtarny, pakenham,3071, tas,19480718,6742396,<=50K
 emiily, grosvenor,58, hadleigh circuit, anglev ale, kurri kurri,3130, nsw,19440317,6430853,<=50K
 montana, gillard,40, hooper crescent, central coast fair, paddington,2518, qld,19860526,8262027,<=50K
 alexia, schuster,43, illingworth street, university shores, pakenham,2528, wa,19120816,3232137,<=50K
 kaitlyn, jongebloed,24, strong place, charters towers electorate office stock, figtree,3085, vic,19760211,5217036,<=50K
 neve, george,21, hobart place, fleetview, goodwood,3352, nsw,19780911,2081525,<=50K
 jacqueline, ryan,17, fitchett street, bobblegigbie, surry hills,2042, wa,19120701,5743006,>50K
 jacob, hand,10, gingana street, locn 2565, shoalhaven heads,6507, nsw,19191003,5137419,<=50K
 byron, plane,2, baracchi crescent, ocean shores shopping village, loveday,2611, sa,19210316,3421596,<=50K
 kane, matthews,540, besant street, shangrila cvan park, lockleys,3458, nsw,19690117,6893497,<=50K
 hattie, guyat,3, callaghan street, castle pines, clarinda,6562, wa,19670217,1573717,<=50K
 grace, white,4, o'sullivan street, hawkline, newstead,2194, vic,19630712,3455270,<=50K
 felicity, mason,1662, kernot street, milamba, caulfield north,4455, nsw,19900613,6087880,<=50K
 jakob, menzies,33, coverdale street, bundong, worongary,2190, vic,19140610,4557295,>50K
 simone, green,19, nott street, raffa estate, hazelwood park,4514, nsw,19980720,8052936,>50K
 mitchell, beams,6, priestley place, acadia, regents park,2283, sa,19720611,2135418,<=50K
 tristan, matthews,16, livingston avenue, wandearah, taree,2101, nsw,19901103,8005727,<=50K
 riley, speiggt,4, daley crescent, st john of god hospital, labrador,2750, wa,19510627,1975078,<=50K
 quinn, musoqlinl,2, braine street, cluster, heckenbdrg,6309, nsw,19100225,8891469,<=50K
 michael, ryan,9, bodel place, hobbit hole, balwyn north,2017, nsw,19370511,5128041,<=50K
 nathan, harrington,113, tillyard drive, palmview hamlet, hope valley,3712, vic,19651108,7187109,<=50K
 amy, gierus,35, pokana circuit, sect 1488, abbotsford,2540, qld,19601226,3379678,<=50K
 matthew, degasperi,40, morton street, dunmunkle lodge, bacchus marsh,3183, vic,19630401,5389929,<=50K
 harrison, matthews,8, louis loder street, cherrybank, salisbury,4555, nsw,19830124,2152823,<=50K
 india, crouch,48, sargood street, b & b hooper farms, northbridge,5064, tas,19970531,5138280,<=50K
 alyssa, lowe,37, howitt street, the meadows, wamberal,5063, nsw,19470626,1362480,<=50K
 rebekah, hanna,18, correa street, rowethorpe, st agnes,4226, qld,19361118,5825982,<=50K
 isabella, glinatsis,21, kingsford smith drive, fl 3, frankston,4218, nsw,19270321,1109819,>50K
 jordan, marwaha,436, bernacchi street, the mall springwood, midland,3129, nsw,19640419,5161756,>50K
 joshua, micek,50, southwell street, rockview, murchison,4854, qld,19330630,5877257,<=50K
 marcus, tinsley,93, napier close, borambil, mooloolaba,2261, vic,19170528,5501672,<=50K
 mitchell, white,13, lewis luxton avenue, kendle green, barrington,6280, vic,19180227,9419379,<=50K
 david, wardle,11, blamey crescent, villa 5, rivett,2220, qld,19140314,9223606,<=50K
 alyssa, lowj,37, howitt s treet, the meadows, wamberal,5063, nsw,19470626,1362480,<=50K
 sachin, binns,63, mackenzie street, colooli village, milbrodale,2539, qld,19860615,6266672,<=50K
 shane, campbell,40, michaelis court, kalinda park, sale,3496, qld,19230605,5350776,<=50K
 jacob, mcgregor,6, yambina crescent, stretton park hostel, tarrawanna,5167, vic,19930302,3897892,>50K
 james, marshman,12, whitfield circuit, haven court, cranbourne,3070, nsw,19001222,1275991,<=50K
 jeremy, webb,9, warrego circuit, ramano estate locn 1, auburn,2298, sa,19051112,8762307,>50K
 brianna, radic,5, sullivanc rescent, gloccamrorra, woy woy,2050, nsw,19390401,3343334,<=50K
 michael, jaminon,15, guguru place, white house, cooranbong,6725, qld,19001108,7661989,>50K
 erin, rees,2, wheadon street, stoney creek, north narrabeen,3060, nsw,19650806,5460976,>50K
 tayla, sax,216, wolfe place, cascades, keysborough,6100, nsw,19691005,5977986,>50K
 ruben, yost,60, dooley place, the willows, cloverdale,2904, vic,19801214,9365496,<=50K
 heather, rawlings,69, bundey street, rosetta village, kingsford,4169, vic,19300417,4079800,<=50K
 hattie, guyatt,3, callaghan street, castle pines, clarinda,6562, wa,19670217,1573717,<=50K
 claudia, crouch,103, torrens street, lassaan, burwood,5260, nsw,19710121,9364323,<=50K
 kylee, thorpe,2, mckinlay street, kia-ora cottage, woollahra,3796, sa,19180830,5519162,<=50K
 cooper, kanikula,7, willoughby crescent, marsden forest, magill,6058, nsw,19841009,4232662,<=50K
 chloe, goessling,12, lutwyche street, rowethorpe, bundaberg,2680, qld,19190507,7004132,<=50K
 brooke, shepherdson,2, blamey crescent, selassie house, yatteyattah,3377, nsw,19720628,3742239,<=50K
 luke, mccarthyv,43, cullen street, montrose, mentone,2316, sa,19750226,4343061,<=50K
 william, boothroyd,19, coxen street, archdale back, ashgrove,4059, qld,19860308,8494318,<=50K
 sascha, clarke,49, perry drive, rockett e lodge, south perth,4054, vic,19991011,5938504,>50K
 connor, fitzpatrick,124, brigalow street, medical centre, campbelltown,2151, qld,19710716,7317665,>50K
 brandon, niemietz,3, ern florence crescent, athlone, carnegie,3103, nsw,19840723,3200406,<=50K
 taylor, spada,7, pearson xtreet, harrimab park, armidale,3023, qld,19450830,4439810,<=50K
 maddison, joelu,28, moore street, oakey isle wallis lke off, kaleen,3156, act,19070524,6246777,<=50K
 grace, cogzell,1, ina gregory circuit, dalkeith cottage, beenleigh,3690, nsw,19101126,9046938,<=50K
 sophie, blewett,6, ewing street, wisteria cottage, camooweal,3204, nsw,19141112,8389865,<=50K
 lara, tebbutt,58, broinowski place, seapoint, nollamara,2136, tas,19250125,2353064,<=50K
 tia, khalid,62, dianella street, kioloa park, richardson,5107, nsw,19310514,4503383,>50K
 william, morcom,66, dale circuit, shalvah, rowville,4211, sa,19611026,9939791,<=50K
 harry, lill,12, curlewis crescent, st lawrence park, sylvania,4051, vic,19810730,1832629,<=50K
 micaela, mccully,72, mugga way, on river, charmhaven,2162, qld,19890407,3014645,<=50K
 trevor, dallos,87, chandler street, warra creek, cunningham,7277, qld,19460118,2259658,<=50K
 laklynn, miles,50, bunya close, up the back, barrack point,5074, nsw,19961005,7643501,>50K
 joe, clarke,172, crowder circuit, the mall springwood, blackburn north,4021, nsw,19920420,5126609,<=50K
 william, blake,7, tipiloura street, urambi vlge, brighton,2500, nsw,19461122,2939255,<=50K
 joel, yeoman,54, thurgood court, yambira, noble park,3361, qld,19190916,7203466,<=50K
 michael, ohsson,17, eaglemont retreat, dalmoora, londonderry,3199, nsw,19570913,4776516,>50K
 joshua, manalac,30, disney court, santa lucille, camp hill,3189, vic,19200810,6627612,>50K
 annabella, modystach,38, stieglitz circuit, rosetta village, woodcroft,5900, nsw,19351112,7895561,<=50K
 mark, neville,29, staaten crescent, makor, parramatta park,2117, vic,19240612,4219828,<=50K
 caitlin, lowe,63, coode street, glenview, williamstown,2165, nsw,19050515,2955019,<=50K
 april, baynes,24, o'loghlen street, bella dona, launceston south,2132, sa,19550508,2285870,>50K
 philip, jnguye nphamhh,1405, musgrave street, summervale, bayview,6148, vic,19250516,7352921,>50K
 amy, morden,26, verbrugghen street, henry kendall bayside, burleigh waters,4562, vic,19030909,8686238,<=50K
 oliver, hutcheson,24, diamond street, willows caravn park, fairlawn,3150, nsw,19971107,4075737,<=50K
 blakeston, nikolec,82, burnie street, terrawah, lake tyers beach,3086, vic,19001003,7244613,<=50K
 natalia, flannery,14, copland drive, hayfield vlge, toowoomba,2221, nsw,19770214,2007743,<=50K
 morgan, rajopadhyaya,25, collicott circuit, pine view, harristown,3782, tas,19150614,1961257,<=50K
 lachlan, vincent,29, collicott circuit, aberglasslyn cottage, wantirna,2154, wa,19470521,9522455,<=50K
 blayke, koslowicz,21, noel ryan garden, morago, yarrawonga,3691, vic,19190723,2250909,>50K
 ella, rawlings,51, therry place, ainslid house, clarendon,3151, qld,19870312,1757892,<=50K
 sarah, dixon,19, roe street, howie circuit, upwey,3168, nsw,19090907,6125069,<=50K
 adam, leaver,144, edlington street, surfside park, sandgate,2603, nsw,19440202,5830610,<=50K
 brianna, fogg,49, bickley close, black snake creek, st peters,2655, nsw,19960526,4861165,<=50K
 jackson, kemish,17, carstensz street, timber haven, currans hill,3152, vic,19060303,7395322,>50K
 victoria, uu,14, finniss crescent, greenwood, sunshine,3133, nsw,19531025,1650947,<=50K
